id,dwc:catalogNumber,dwc:recordedBy,dwc:recordNumber,dwc:country,dwc:kingdom,dwc:family,dwc:genus,dwc:specificEpithet,dwc:stateProvince,dwc:eventDate,edit_states,lenghtOfRedcordedBy,year,edit_recordedBy
6b2f3dcd-53d7-4d61-93b0-c02c9078857f,00562356,burton n. gates;,,united states,plantae,fabaceae,amphicarpaea,bracteata,massachusetts,1943-08-09T00:00:00+00:00,massachusetts,16,1943,b. n. gates
d7f89772-ad9a-415c-a4b1-f482bb801772,00564410,burton n. gates;,17403,united states,plantae,solanaceae,solanum,dulcamara,massachusetts,1943-07-03T00:00:00+00:00,massachusetts,16,1943,b. n. gates
61999473-aa12-445a-978b-5bfcb6769a6d,barcode-00797966,[data not captured];,s.n.,united states,plantae,bryaceae,bryum,argenteum,new york,1943-10-24T00:00:00+00:00,new york,19,1943,[data not captured]
d85e852d-4fa7-49af-9938-8f86e9011c6b,conn00038671,"""seymour, frank conkling;""",5926,united states,plantae,poaceae,bromus,latiglumis,massachusetts,1943-08-24T00:00:00+00:00,massachusetts,24,1943,"seymour, frank conkling;"
42e05402-df22-4b05-9c07-a9a4f063b94f,00552957,katherine d. barnes;,,united states,plantae,cucurbitaceae,,,massachusetts,1943-08-14T00:00:00+00:00,massachusetts,20,1943,katherine d. barnes;
d84f554c-d234-4ee9-8ecc-456af38088c3,00261733,r. m. schuster; o. m. schuster,,united states,plantae,ptilidiaceae,ptilidium,ciliare,pennsylvania,1943-12-23T00:00:00+00:00,pennsylvania,30,1943,r. m. schuster; o. m. schuster
4277f9f1-9175-43ea-8ca9-f1861edf7b1b,barcode-00718536,b. n. gates & c. c. perry,,united states,plantae,asteraceae,,,massachusetts,1943-07-10T19:43:00-10:00,massachusetts,25,1943,b. n. gates & c. c. perry
44245142-bc81-46cf-a511-69eb0f597240,nha-647032,a. r.  hodgdon; f. drumheller,4676,united states,plantae,pinaceae,pinus,rigida,new hampshire,1943-05-24T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumheller
12155190-f159-423c-88ed-925a5aa6921d,nha-726598,a. r. hodgdon; h. a. jr. giddings,4635,united states,plantae,gentianaceae,gentiana,linearis,new hampshire,1943-08-13T00:00:00+00:00,new hampshire,33,1943,a. r. hodgdon & h. a. giddings jr.
2f962304-0e69-4d20-916e-2d465a2e2499,nha-543971,a. r. hodgdon; m. merriam; miss llyod; l. carlson,4976,united states,plantae,urticaceae,urtica,dioica,new hampshire,1943-07-13T00:00:00+00:00,new hampshire,49,1943,a. r. hodgdon; m. merriam; miss llyod; l. carlson
c1559978-7379-4feb-9538-99b9ab345cde,conn00135483,burton n. gates & winifred c. gates,18036,united states,plantae,poaceae,agrostis,tenuis,massachusetts,1943-10-12T00:00:00+00:00,massachusetts,25,1943,b. n. gates & w. c. gates
f4516b86-1437-44d3-ba26-66cad88844ba,00502332,mrs. benjamin s. merigold;,,united states,plantae,plantaginaceae,gratiola,aurea,massachusetts,1943-08-19T00:00:00+00:00,massachusetts,26,1943,b. s. merigold
ee67caec-2729-4c8f-825a-969dfae19466,00682407,a. r. hodgdon; g. mckoone,4942,united states,plantae,caprifoliaceae,lonicera,canadensis,new hampshire,1943-05-12T00:00:00+00:00,new hampshire,25,1943,a. r. hodgdon; g. mckoone
2e13479e-8a43-4a62-9e4c-9082af007302,00613949,a. r. hodgdon; h. a. giddings,4473,united states,plantae,poaceae,festuca,rubra,new hampshire,1943-08-13T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
e034b2f8-dc9f-4875-8c2a-88e5834ed30f,00461712,a. r. hodgdon; h. a. giddings,4609,united states,plantae,ericaceae,vaccinium,angustifolium,new hampshire,1943-08-27T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
f077b46f-6db0-4b4d-9a09-73814eb40b9f,barcode-00759102,j. p. bill & b. n. gates,,united states,plantae,polygonaceae,,,massachusetts,1943-07-31T19:43:00+00:00,massachusetts,24,1943,j. p. bill & b. n. gates
4a067f11-5b22-49d5-b487-54903cf65413,20102,arnold arboretum,176,united states,plantae,cupressaceae,juniperus,sargentii,massachusetts,1943-04-03T00:00:00+00:00,massachusetts,16,1943,arnold arboretum
64c35cc0-f04d-475e-8dd2-6a29ea93a1ab,nha-686599,a. r.  hodgdon; f. drumheller,4695,united states,plantae,cyperaceae,carex,pensylvanica,new hampshire,1943-05-23T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumheller
db64f789-1a23-42a0-b8f1-e8ec3a0ed399,barcode-00222416,a. r. hodgdon & k. w. woodward,4745,united states,plantae,cyperaceae,,,new hampshire,1943-07-29T00:00:00+00:00,new hampshire,30,1943,a. r. hodgdon & k. w. woodward
21b2a438-3fc7-4913-88f5-48a08224fa2d,barcode-00510061,b. n. gates & w. c. gates,s.n.,united states,plantae,aneuraceae,riccardia,palmata,massachusetts,1943-08-19T00:00:00+00:00,massachusetts,25,1943,b. n. gates & w. c. gates
ba6e2902-0363-41a5-ac0f-73f8a4e0100e,32712,unknown,s.n.,united states,plantae,brachytheciaceae,brachythecium,oxycladon,vermont,1943-10-14T00:00:00+00:00,vermont,19,1943,[data not captured]
408272df-3356-4fb6-b69f-68e347cdcbb6,121224,unknown,s.n.,united states,plantae,fissidentaceae,fissidens,bryoides,vermont,1943-06-21T00:00:00+00:00,vermont,19,1943,[data not captured]
f903596d-d3ba-4e9d-9caa-5b17af1740c6,nha-657646,a. r.  hodgdon; b. hoyle;r. abell;p. moorenovich,4429,united states,plantae,lycopodiaceae,lycopodium,hickeyi,new hampshire,1943-04-28T00:00:00+00:00,new hampshire,47,1943,a. r. hodgdon; b. hoyle;r. abell;p. moorenovich
1603ddce-b062-4770-9c04-783ee1684eaf,ph00133875,r. b. gordon; w. l. dix,s.n.,united states,plantae,theliaceae,thelia,lescurii,pennsylvania,1943-05-02T00:00:00+00:00,pennsylvania,23,1943,r. b. gordon; w. l. dix
7a51d3d1-75fe-4984-837b-a1b18ee0355e,nha-560250,a. r. hodgdon; h. a. jr. giddings,5113,united states,plantae,zosteraceae,zostera,marina,new hampshire,1943-07-01T00:00:00+00:00,new hampshire,33,1943,a. r. hodgdon & h. a. giddings jr.
809237f2-59a3-4381-907f-3c4fae76e9b7,nha-548649,a. r. hodgdon; h. a. giddings,4609,united states,plantae,ericaceae,vaccinium,angustifolium,new hampshire,1943-08-27T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
ef244a0c-97cb-4821-81d4-dd3f38b2d8a0,nha-675727,a. r. hodgdon; h. a. giddings,4576,united states,plantae,violaceae,viola,pubescens,new hampshire,1943-07-17T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
eb0b2195-424b-4c5a-ba60-ef8468739912,nha-645516,a. r.  hodgdon; m. merriam;l. carlson;lloyd,4670,united states,plantae,thelypteridaceae,thelypteris,palustris,new hampshire,1943-07-13T00:00:00+00:00,new hampshire,42,1943,a. r. hodgdon; m. merriam;l. carlson;lloyd
cea7b794-6f4c-4751-abfe-10b2f0028c3e,nha-544811,a. r. hodgdon; r. eggert,5051,united states,plantae,ericaceae,vaccinium,angustifolium,new hampshire,1943-08-03T00:00:00+00:00,new hampshire,24,1943,a. r. hodgdon & r. eggert
697032eb-1903-44bf-b507-d172697849eb,nysi7592,"taylor, c. a. jr.",3946,united states,plantae,polytrichaceae,polytrichum,ohioense,new york,1943-05-14T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
6438d468-28b9-45a9-acdf-73912f848973,nha-657002,a. r.  hodgdon; b. hoyle;r. abell;p. moorenovich,4427,united states,plantae,lycopodiaceae,huperzia,lucidula,new hampshire,1943-04-28T00:00:00+00:00,new hampshire,47,1943,a. r. hodgdon; b. hoyle;r. abell;p. moorenovich
f076df3d-2307-4481-8aa6-c9f471633028,nysi7640,"taylor, charles a. jr.",3944,united states,plantae,adelanthaceae,odontoschisma,denudatum,new york,1943-05-14T00:00:00+00:00,new york,22,1943,c. a. taylor jr.
b02c922c-af6a-42ea-864b-d0c67fb3ecbb,nha-558244,a. r. hodgdon; h. a. giddings,4552,united states,plantae,fagaceae,quercus,bicolor,new hampshire,1943-07-31T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
e7327b33-7091-47eb-a5ea-fd84b2006086,nysi7588,"taylor, charles a. jr.",3928,united states,plantae,porellaceae,porella,platyphylloidea,new york,1943-05-09T00:00:00+00:00,new york,22,1943,c. a. taylor jr.
24ad6cff-07e1-4a06-a52e-c0389dc5d050,nysi7580,"taylor, c. a. jr.",3927,united states,plantae,theliaceae,thelia,asprella,new york,1943-05-09T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
f85573d3-f33e-4302-b769-e9039f350ec4,nha-645996,a. r.  hodgdon; f. drumheller,4677,united states,plantae,cupressaceae,,,new hampshire,1943-05-24T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumheller
2185c8ef-e24b-423d-b667-27be1f6239a2,nha-516555,a. r. hodgdon; m. merriam;l. carlson,5046,united states,plantae,apiaceae,pastinaca,sativa,new hampshire,1943-07-13T00:00:00+00:00,new hampshire,36,1943,a. r. hodgdon; m. merriam;l. carlson
22cccd23-3291-4570-812d-c71f02291920,172391,unknown,s.n.,united states,plantae,meesiaceae,leptobryum,pyriforme,vermont,1943-06-29T00:00:00+00:00,vermont,19,1943,[data not captured]
fb6a600e-7bfc-43af-a30d-b3a4afaaf4ff,nha-546423,a. r. hodgdon; r. abell;hoyle mosvenovitch;b.,4604,united states,plantae,ericaceae,kalmia,latifolia,new hampshire,1943-05-14T00:00:00+00:00,new hampshire,45,1943,a. r. hodgdon; r. abell;hoyle mosvenovitch;b.
b56a8fd3-c178-4b77-8224-42d9e94267be,00733396,r. m. schuster; o. m. schuster,94,united states,plantae,scapaniaceae,diplophyllum,apiculatum,pennsylvania,1943-12-23T00:00:00+00:00,pennsylvania,30,1943,r. m. schuster; o. m. schuster
c70a7c2e-60b2-4c93-92fa-6212f2806bea,nha-551541,a. r. hodgdon; r. camier;g. mckrone;r. tasker,5939,united states,plantae,ranunculaceae,caltha,palustris,new hampshire,1943-05-12T00:00:00+00:00,new hampshire,45,1943,a. r. hodgdon; r. camier;g. mckrone;r. tasker
36a94d6e-35c4-4586-bc56-b9a3a29fc640,nha-712890,a. r.  hodgdon; h. clapp,4404,united states,plantae,dryopteridaceae,dryopteris,campyloptera,new hampshire,1943-05-31T00:00:00+00:00,new hampshire,23,1943,a. r. hodgdon; h. clapp
79a4c288-f45f-4337-a0d4-c4ee69d294cc,nha-546374,a. r. hodgdon; r. abell;p. mosvenovitch;b. hoyle,4604,united states,plantae,ericaceae,kalmia,latifolia,new hampshire,1943-05-14T00:00:00+00:00,new hampshire,48,1943,a. r. hodgdon; r. abell;p. mosvenovitch;b. hoyle
f37ed86f-a11e-4039-a0d4-39ad2d1f9b14,nha-503631,a. r. hodgdon; h. a. giddings,4574,united states,plantae,sarraceniaceae,sarracenia,purpurea,new hampshire,1943-08-13T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
4e052d91-0faa-4599-8262-6f39b568625e,nha-527856,a. r. hodgdon; ; e. m. gorman,11,united states,plantae,ruppiaceae,ruppia,maritima,new hampshire,1943-11-01T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon; ; e. m. gorman
fd1f2538-0d99-4404-a740-1df1b7770fbb,00758136,r. c. bean; c. h. knowlton,,united states,plantae,salicaceae,salix,humilis,new hampshire,1943-08-05T00:00:00+00:00,new hampshire,26,1943,c. h. knowlton & r. c. bean
ddc74c63-dc43-450e-b869-2d74c9c220a3,uvmvt054810,"charette, l. a.; langevine, h. p.",,united states,plantae,orchidaceae,arethusa,bulbosa,vermont,1943-09-26,vermont,33,1943,"charette, l. a.; langevine, h. p."
2a4a338d-ad45-415e-b7b6-75c61af4a266,00743816,[illegible];,4953,united states,plantae,rosaceae,amelanchier,laevis,new hampshire,1943-05-12T00:00:00+00:00,new hampshire,19,1943,[data not captured]
c8476873-ab9e-4130-957e-84f1357b9cd2,nha-682636,a. r. hodgdon; h. a. giddings,4518,united states,plantae,cyperaceae,carex,blanda,new hampshire,1943-07-17T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
522559df-dbf8-4df6-a10b-e49c4d794a92,nha-658040,a. r.  hodgdon; h. a. giddings,4458,united states,plantae,selaginellaceae,selaginella,rupestris,new hampshire,1943-08-13T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
f811aa1f-2275-4edc-ba4c-2f894190a2e2,241024,"moldenke, harold n.",15998,united states,plantae,leskeaceae,leskea,polycarpa,pennsylvania,1943-10-15T00:00:00+00:00,pennsylvania,19,1943,h. n. moldenke
f1235ecb-ebf3-4e85-a594-5c421997efc5,nha-659968,a. r.  hodgdon; h. a. giddings,4453,united states,plantae,dryopteridaceae,dryopteris,cristata,new hampshire,1943-07-17T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
13cedfaf-8a3d-4c91-ae30-045b68d861bb,nha-725294,a. r. hodgdon; k. woodward,4588,united states,plantae,rosaceae,rubus,elegantulus,new hampshire,1943-06-24T00:00:00+00:00,new hampshire,26,1943,a. r. hodgdon & k. woodward
66aebeb8-47e1-431c-96bd-58310833bc3e,00593149,r. e. torrey; s. j. ewer,,united states,plantae,amaranthaceae,amaranthus,blitum,massachusetts,1943-09-18T00:00:00+00:00,massachusetts,24,1943,r. e. torrey & s. j. ewer
2a7f8900-02e8-4e41-b427-e4e475fef6e4,conn00129854,burton n. gates & winifred c. gates,17381,united states,plantae,orchidaceae,spiranthes,cernua,massachusetts,1943-09-16T00:00:00+00:00,massachusetts,25,1943,b. n. gates & w. c. gates
e447b0e6-c9ab-4f28-af1a-58997d59fa0c,nha-543975,a. r. hodgdon; h. giddings jr.,4977,united states,plantae,urticaceae,urtica,dioica,new hampshire,1943-07-29T00:00:00+00:00,new hampshire,30,1943,a. r. hodgdon & h. a. giddings jr.
6a8b5a32-cc81-4e0c-8398-27146eb85dab,00524251,;,,united states,plantae,rosaceae,potentilla,argentea,new hampshire,1943-07-18T00:00:00+00:00,new hampshire,19,1943,[data not captured]
bfed8e34-8c5c-4fc1-99c1-4a4f9ea59a13,barcode-00572209,a. r. hodgdon & g. mckrone,4951,united states,plantae,ranunculaceae,,,new hampshire,1943-05-05T19:43:00-05:00,new hampshire,26,1943,a. r. hodgdon & g. mckrone
72fd91e0-f5d4-46a7-84bd-d0800766b9eb,nysi7599,"taylor, c. a. jr.",3897,united states,plantae,dicranaceae,dicranella,heteromalla,new york,1943-05-05T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
82c69116-c646-43e5-aa5a-566fded047f1,00691926,f. c. seymour; r. a. clark,,united states,plantae,caryophyllaceae,petrorhagia,saxifraga,massachusetts,1943-08-09T00:00:00+00:00,massachusetts,26,1943,r. a. clark & f. c. seymour
32bca778-4851-46b9-97b0-cf9f408b8d0c,nysi7638,"taylor, c. a. jr.",3900,united states,plantae,pottiaceae,barbula,fallax,new york,1943-05-05T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
2817fbcb-f6f3-4a56-a591-0459abb0781d,nysi7597,"taylor, c. a. jr.",3931,united states,plantae,funariaceae,physcomitrium,turbinatum,new york,1943-05-09T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
d531d5db-fd24-4cc0-9951-fd289f3dd254,nysi24,"croasdale, h. t.",,united states,plantae,polytrichaceae,atrichum,undulatum,vermont,1943-11-12T00:00:00+00:00,vermont,16,1943,h. t. croasdale
fd274a06-aee2-4a02-a350-f8667ef05649,nysi7587,"taylor, charles a. jr.",3933,united states,plantae,ptilidiaceae,ptilidium,pulcherrimum,new york,1943-05-14T00:00:00+00:00,new york,22,1943,c. a. taylor jr.
2216c75c-a5ad-414e-a510-0cde358a44de,nysi7579,"taylor, c. a. jr.",3884,united states,plantae,theliaceae,thelia,lescurii,new york,1943-05-02T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
d997d143-29b5-471f-8a2e-b0c280be7d85,nysi7631,"taylor, c. a. jr.",3945,united states,plantae,hypnaceae,callicladium,haldanianum,new york,1943-05-14T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
98541a71-b201-41c8-8773-7499d714c3b5,nysi7621,"taylor, c. a. jr.",3939,united states,plantae,dicranaceae,dicranum,longifolium,new york,1943-05-14T00:00:00+00:00,new york,17,1943,c. a. taylor jr.
8a031e3b-45bf-4184-8d36-d8c8f8e9ef8b,nysi7605,"taylor, jr., charles a.",3947,united states,plantae,polytrichaceae,atrichum,undulatum,new york,1943-05-14T00:00:00+00:00,new york,22,1943,"taylor jr., charles a."
7b9809af-f96c-43bb-a745-f95b2879f2ec,nysi7594,"taylor, charles a. jr.",3952,united states,plantae,plagiochilaceae,plagiochila,porelloides,new york,1943-05-14T00:00:00+00:00,new york,22,1943,c. a. taylor jr.
82a6c37f-3bfd-47f2-8363-fd6f059ba0e5,barcode-00504901,a. r. hodgdon & h. a. giddings,4553,united states,plantae,lauraceae,,,new hampshire,1943-07-17T19:43:00-17:00,new hampshire,30,1943,a. r. hodgdon & h. a. giddings
d61e5033-6fce-459f-af23-2ff3bce062c6,barcode-00483524,f. c. seymour et aliis,5986,united states,plantae,apiaceae,,,massachusetts,1943-09-09T19:43:00-09:00,massachusetts,22,1943,f. c. seymour et aliis
d487493e-e9e9-446f-a108-2505aaf173b1,nha-542591,a. r. hodgdon; g. mckrone; r. carrier,4439,united states,plantae,papaveraceae,sanguinaria,canadensis,new hampshire,1943-05-07T00:00:00+00:00,new hampshire,37,1943,a. r. hodgdon; g. mckrone; r. carrier
bca89c57-56cb-4719-88ac-f228cec3e428,nha-543980,a. r. hodgdon; m. davis; h. giddings jr.,4554,united states,plantae,urticaceae,urtica,dioica,new hampshire,1943-08-14T00:00:00+00:00,new hampshire,40,1943,a. r. hodgdon; m. davis; h. giddings jr.
8fffbd5f-a0c0-43af-9d87-a31bd60d8a8a,00552638,burton n. gates;,,united states,plantae,polygonaceae,polygonum,persicaria,massachusetts,1943-07-08T00:00:00+00:00,massachusetts,16,1943,b. n. gates
d131fb9c-5757-4c68-bfb6-47370cb9d337,00448027,clarence kinney;,,united states,plantae,apiaceae,daucus,carota,massachusetts,1943-08-09T00:00:00+00:00,massachusetts,16,1943,clarence kinney;
f0f651d0-515a-4fc7-b974-cf8eddc69960,barcode-00230951,a. r.hodgdon & f. drumbeller,4680,united states,plantae,pinaceae,picea,mariana,new hampshire,1943-05-24T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumbeller
2873fc1a-d626-4dc8-bcdd-7a9063fb80d5,uvmvt078779,"maccaughey, r. v.",,united states,plantae,lentibulariaceae,utricularia,cornuta,vermont,1943-08-12T00:00:00+00:00,vermont,17,1943,"maccaughey, r. v."
84f8b62a-cf8d-4671-9122-992b9c6b97be,nha-552650,a. r. hodgdon; h. a. giddings jr.,4647,united states,plantae,asteraceae,solidago,arguta,new hampshire,1943-08-13T00:00:00+00:00,new hampshire,33,1943,a. r. hodgdon & h. a. giddings jr.
58b3cc44-d99e-413b-bb38-4cd4920bfeb7,nha-690559,a. r.  hodgdon; f. drumheller,4694,united states,plantae,cyperaceae,carex,umbellata,new hampshire,1943-05-24T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumheller
c181c282-24a9-4374-8332-f5235fba9cb6,nha-725841,a. r. hodgdon; h. a. giddings,7289,united states,plantae,rosaceae,rubus,pensilvanicus,new hampshire,1943-07-27T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
66362461-9443-4ccc-96c0-2a8cd3afd45d,nha-656995,a. r.  hodgdon; h. a. giddings,4455,united states,plantae,lycopodiaceae,huperzia,lucidula,new hampshire,1943-07-17T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
d22d7783-a969-4f82-912b-8c2f84b2634d,nha-673204,a. r.  hodgdon; h. a. giddings jr.,4638,united states,plantae,plantaginaceae,penstemon,digitalis,new hampshire,1943-08-21T00:00:00+00:00,new hampshire,33,1943,a. r. hodgdon & h. a. giddings jr.
e83dce25-cf1b-4b34-8990-99ab2161fcd4,nha-646000,a. r.  hodgdon; f. drumheller,4678,united states,plantae,cupressaceae,,,new hampshire,1943-05-24T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumheller
b40c6488-93df-4df2-b39d-0791907dd457,nha-723166,a. r. hodgdon; r. h. carrier,5927,united states,plantae,rosaceae,amelanchier,laevis,new hampshire,1943-05-12T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon; r. h. carrier
7b05fe4e-b026-4ac0-8385-858e9cf786b5,nha-693614,a. r.  hodgdon; f. drumheller,,united states,plantae,cyperaceae,eriophorum,spissum,new hampshire,1943-05-24T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & f. drumheller
648aa71c-e3b8-46a1-891c-b713a65b697e,nha-558235,a. r. hodgdon; h. a. giddings,4551,united states,plantae,fagaceae,quercus,bicolor,new hampshire,1943-07-31T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
d7a570f7-c214-44a4-84c4-fb384f034fab,nha-697456,a. r. hodgdon; g. j. mckrone,4942,united states,plantae,caprifoliaceae,lonicera,canadensis,new hampshire,1943-05-12T00:00:00+00:00,new hampshire,28,1943,a. r. hodgdon & g. mckrone
d8fe4465-f32d-4562-8216-ee94c295d711,barcode-00633727,a. r. hodgdon & h. a. giddings jr.,5055,united states,plantae,convolvulaceae,,,new hampshire,1943-07-03T19:43:00-03:00,new hampshire,34,1943,a. r. hodgdon & h. a. giddings jr.
991a08b7-d09f-4a6a-b768-fddb1e77a493,conn00041135,"""bean, ralph carleton;""",,united states,plantae,poaceae,eragrostis,cilianensis,massachusetts,1943-10-02T00:00:00+00:00,massachusetts,21,1943,"bean, ralph carleton;"
a5f91d4f-5d13-46e8-a40a-c06e720e137a,dek000091333,bud sanyou; douglas and dorothy wade,2616a,united states,plantae,dryopteridaceae,dryopteris,goldiana,new hampshire,1943-06-30T00:00:00+00:00,new hampshire,34,1943,bud sanyou; douglas & dorothy wade
6f1c89a5-5d96-4497-b88b-ea9c8fa30e64,00135933,[illegible];,4422,united states,plantae,lycopodiaceae,diphasiastrum,digitatum,new hampshire,1943-04-28T00:00:00+00:00,new hampshire,19,1943,[data not captured]
fe6d73b1-fbfa-4174-a03b-ba130f2124e7,00561760,buston n. gates;,,united states,plantae,plantaginaceae,veronica,peregrina,massachusetts,1943-06-10T00:00:00+00:00,massachusetts,16,1943,b. n. gates
fef356a4-cea6-4ca5-8343-b5f27570a513,uvmvt056521,"langevine, h. and l. a. charette",,united states,plantae,orchidaceae,pogonia,ophioglossoides,vermont,1943-09-26,vermont,30,1943,"langevine, h. & l. a. charette"
40917609-b1f9-4fb1-8b56-73a811513d48,nha-549360,a. r. hodgdon; h. a. jr. giddings,4610,united states,plantae,ericaceae,vaccinium,myrtilloides,new hampshire,1943-08-20T00:00:00+00:00,new hampshire,33,1943,a. r. hodgdon & h. a. giddings jr.
2db9b779-1fee-47e1-9703-78f957b8deb8,nha-515924,a. r. hodgdon; h. a. giddings,4637,united states,plantae,apiaceae,osmorhiza,claytonii,new hampshire,1943-08-20T00:00:00+00:00,new hampshire,29,1943,a. r. hodgdon & h. a. giddings
