id,dwc:catalogNumber,dwc:recordedBy,dwc:recordNumber,dwc:country,dwc:kingdom,dwc:family,dwc:genus,dwc:specificEpithet,dwc:stateProvince,dwc:eventDate,edit_states,lenghtOfRedcordedBy,year,edit_recordedBy
dd2e19ad-0b6a-4811-acee-ed0174a46db5,conn00113725,d. l. smith; c. b. smith; c. c. zimmerman,1157,united states,plantae,euphorbiaceae,chamaesyce,supina,massachusetts,1941-08-14T00:00:00+00:00,massachusetts,41,1941,d. l. smith; c. b. smith; c. c. zimmerman
97c115e5-3d16-493c-89cc-8dc6028a84f6,barcode-00496293,d. h. linder & r. singer,,united states,plantae,cephaloziaceae,,,new hampshire,1941-07-26T00:00:00+00:00,new hampshire,24,1941,d. h. linder & r. singer
6f0fd56f-032c-400c-8262-b02fd9096d92,90246282,francis w. pennell,26576,united states,plantae,dicranaceae,dicranum,scoparium,pennsylvania,1941-05-31T00:00:00+00:00,pennsylvania,18,1941,f. w. pennell
dfef04e7-65a8-43c9-8f46-79235691bf15,barcode-00567170,l. f. richardson,,united states,plantae,fagaceae,,,massachusetts,1941-09-08T19:41:00-08:00,massachusetts,16,1941,l. f. richardson
4806705a-2ea6-4aa4-8097-64fb5cec45ef,conn00176865,"""potter, d.; pride, m.h.""",,united states,plantae,osmundaceae,osmunda,regalis,massachusetts,1941-05-21T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
9f29e144-57db-4155-9edb-97363aa9a740,00516578,w. t. winne; e. l. shanon & w. d. muenscher,202,united states,plantae,fontinalaceae,fontinalis,novae-angliae,new york,1941-06-13T00:00:00+00:00,new york,43,1941,w. t. winne; e. l. shanon & w. d. muenscher
48485d1d-c637-4d7f-a1dd-23a60a6d3bd1,conn00173904,"""potter, d.; pride, m.h.""",15007,united states,plantae,pinaceae,larix,laricina,massachusetts,1941-08-18T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
bb66e862-6365-410e-a512-de41a2118cff,conn00177215,hadwen botanical club,,united states,plantae,dryopteridaceae,athyrium,angustum,massachusetts,1941-09-14T00:00:00+00:00,massachusetts,21,1941,hadwen botanical club
bc79bdb2-9ccd-4765-b725-9a3147aae936,conn00135762,"""potter, d.; pride, m.h.""",15669,united states,plantae,poaceae,agrostis,stolonifera,massachusetts,1941-08-18T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
1b473144-2adc-4d99-9189-20bcdd2f6965,00503602,j. franklin collins;,,united states,plantae,rubiaceae,galium,asprellum,new hampshire,1941-07-18T00:00:00+00:00,new hampshire,19,1941,j. f. collins
ea056f68-b061-4fc7-b21e-eeaa6d81cb1b,conn00040461,"""jansson, kaleb paullinius;""",,united states,plantae,poaceae,echinochloa,walteri,rhode island,1941-08-20T00:00:00+00:00,rhode island,26,1941,k. p. jansson
a2ec3c24-9bea-4b73-a198-2ce624588bf6,conn00101453,"""weatherby, c.a.; weatherby, una f.; smith, l. b.""",,united states,plantae,cyperaceae,carex,angustior,massachusetts,1941-06-13T00:00:00+00:00,massachusetts,48,1941,c. a. weatherby; u. f. weatherby; l. b. smith
7b581216-5973-4a60-bcb0-178ba5d464c8,00403457,h. a. gleason jr.,3332,united states,plantae,aulacomniaceae,aulacomnium,palustre,pennsylvania,1941-07-21T00:00:00+00:00,pennsylvania,17,1941,h. a. gleason jr.
b5a38e44-bcb2-4b1f-9a6d-76f47377710d,00831481,w. l. c. muenscher; d. isely,508,united states,plantae,amblystegiaceae,leptodictyum,riparium,new york,1941-09-09T00:00:00+00:00,new york,28,1941,w. l. c. muenscher; d. isely
b0b88399-ed45-465b-8b16-1bf313e6e317,00447373,"w. t. winne; w.c. muenscher, e.l. shannon",190,united states,plantae,fontinalaceae,fontinalis,dalecarlica,new york,1941-06-12T00:00:00+00:00,new york,41,1941,"w. t. winne; w.c. muenscher, e.l. shannon"
b1ef2d5b-a887-4178-9b85-4c7dd4eb6c89,00562245,a. r. hodgdon; r. w. harrington; e. sheehan,4351,united states,plantae,fabaceae,amphicarpaea,bracteata,new hampshire,1941-08-15T00:00:00+00:00,new hampshire,43,1941,a. r. hodgdon; r. w. harrington & e. sheehan
60c0c274-8d00-4033-80a7-52cb74368d2a,90252139,otto e. & grace k. jennings,s.n.,united states,plantae,buxbaumiaceae,buxbaumia,aphylla,pennsylvania,1941-11-23T00:00:00+00:00,pennsylvania,24,1941,e. otto & g. k. jennings
e4a533bf-f9be-4818-a863-945e9d5ebfc2,00416301,w. l. c. muenscher,290,united states,plantae,fontinalaceae,dichelyma,capillaceum,new york,1941-07-16T00:00:00+00:00,new york,18,1941,w. l. c. muenscher
9534b735-5948-430c-858e-22406d086021,conn00177272,hadwen botanical club,,united states,plantae,dryopteridaceae,athyrium,angustum,massachusetts,1941-07-29T00:00:00+00:00,massachusetts,21,1941,hadwen botanical club
e6e5c825-3ab6-4720-8040-dfe1672e23da,00475110,h. a. gleason jr.,3393,united states,plantae,thuidiaceae,thuidium,delicatulum,pennsylvania,1941-07-23T00:00:00+00:00,pennsylvania,17,1941,h. a. gleason jr.
4ba888fc-bf21-43f1-aa43-9ea689a717e0,conn00099199,"""pride, george; potter, david""",16000,united states,plantae,convolvulaceae,calystegia,sepium,massachusetts,1941-08-18T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
b8a3c1e6-1cf1-4a19-8d70-dadcf98861d6,00505489,"l. b. smith, w. a. anderson, p. a. shafer;",,united states,plantae,asparagaceae,maianthemum,canadense,massachusetts,1941-05-23T00:00:00+00:00,massachusetts,42,1941,"l. b. smith, w. a. anderson, p. a. shafer"
b9245333-98e4-401b-9d9e-ad560ca9048b,conn00173536,"""potter, d.; pride, m.h.""",,united states,plantae,thelypteridaceae,thelypteris,palustris,massachusetts,1941-08-18T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
a2b1dc1b-3aec-4d3c-b95d-4f6145688b46,conn00136050,"""pride, george; potter, david""",16268,united states,plantae,poaceae,andropogon,gerardi,massachusetts,1941-08-11T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
3cf6e01e-2299-469c-b560-3ec1bc5b20cd,conn00174160,hadwen botanical club field trip,14680,united states,plantae,pinaceae,pinus,rigida,massachusetts,1941-05-04T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
ea9313de-93c5-4d5e-a767-536c97d40730,00516580,w. t. winne; w. c. muenscher & e. l. shannon,215,united states,plantae,fontinalaceae,fontinalis,novae-angliae,new york,1941-06-14T00:00:00+00:00,new york,44,1941,w. t. winne; e. l. shannon & w. c. muenscher
7ab4ac22-59f6-4014-859e-b2834e25e2a2,conn00083205,hadwen botanical club,14652,united states,plantae,araliaceae,aralia,hispida,massachusetts,1941-08-05T00:00:00+00:00,massachusetts,21,1941,hadwen botanical club
ee24b14c-b33e-4d9d-80fc-399355a5dcde,conn00115628,"""potter, d.; pride, m. h.; salton, d. l.; dodge, m. b.""","""15,090""",united states,plantae,ericaceae,pyrola,rotundifolia,massachusetts,1941-07-01T00:00:00+00:00,massachusetts,53,1941,"potter, d.; pride, m. h.; salton, d. l.; dodge, m. b."
38785daa-ea4d-4eb6-8050-998dbca17078,00447383,w. t. winne; w. c. muenscher,397,united states,plantae,fontinalaceae,fontinalis,dalecarlica,new york,1941-08-20T00:00:00+00:00,new york,28,1941,w. t. winne; w. c. muenscher
efd87cab-54ad-4e80-9e65-c8200e315905,conn00173923,"""potter, david; gates, burton n.""",14753,united states,plantae,pinaceae,picea,mariana,massachusetts,1941-09-10T00:00:00+00:00,massachusetts,31,1941,"potter, david; gates, burton n."
c0807c7a-dc2e-42b6-8082-7c0856e76c65,00393034,i. schnooberger; j. kucyniak,3986,united states,plantae,polytrichaceae,pogonatum,pensilvanicum,vermont,1941-08-16T00:00:00+00:00,vermont,28,1941,i. schnooberger; j. kucyniak
d613dc71-36f6-4782-b5f1-2fba4d629f68,conn00174047,"""potter, david; gates, burton n.""",14752,united states,plantae,pinaceae,picea,mariana,massachusetts,1941-09-10T00:00:00+00:00,massachusetts,31,1941,"potter, david; gates, burton n."
3a7a2bcc-a232-4097-aeac-6618584eb76e,conn00173510,hadwen botanical club field trip,,united states,plantae,thelypteridaceae,thelypteris,palustris,massachusetts,1941-07-22T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
d67a8099-cf8e-45a3-8a05-d6a4ddc61047,conn00176548,hadwen botanical club field trip,,united states,plantae,lycopodiaceae,lycopodium,clavatum,massachusetts,1941-09-14T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
a2bb49fe-561d-445b-8e06-72af726e0d4c,conn00173244,hannah croasdale,,united states,plantae,pteridaceae,adiantum,pedatum,vermont,1941-08-26T00:00:00+00:00,vermont,16,1941,h. croasdale
3c1d6e04-0650-4f67-8cd4-8b87ab7d71ad,00416295,w. t. winne; e. l. shannon & w. c. muenscher,222,united states,plantae,fontinalaceae,dichelyma,capillaceum,new york,1941-06-14T00:00:00+00:00,new york,44,1941,w. t. winne; e. l. shannon & w. c. muenscher
76c18e87-becc-499b-89dc-859df60b39e5,00516584,w. l. c. muenscher; d. isley,511,united states,plantae,fontinalaceae,fontinalis,novae-angliae,new york,1941-09-09T00:00:00+00:00,new york,28,1941,w. l. c. muenscher; d. isley
c5b8cc50-1850-4917-b127-fa03ef55b682,00564411,burton n. gates;,,united states,plantae,solanaceae,solanum,dulcamara,massachusetts,1941-10-26T00:00:00+00:00,massachusetts,16,1941,b. n. gates
1f58f8a9-0288-4a39-943f-ba207f7964f2,conn00129334,hadwen botanical club field trip,14813,united states,plantae,onagraceae,oenothera,biennis,massachusetts,1941-09-14T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
92f47e1f-49dd-4694-a4ef-1b3e7efb9182,00447388,"w. t. winne; w. c. muenscher, e. l. shannon",230,united states,plantae,fontinalaceae,fontinalis,dalecarlica,new york,1941-06-15T00:00:00+00:00,new york,43,1941,w. t. winne; e. l. shannon & w. c. muenscher
42719a3c-3d57-47d5-b524-3bad23d9c649,conn00143809,"""potter, d.; pride, m.h.""",14793,united states,plantae,typhaceae,typha,latifolia,massachusetts,1941-08-18T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
ca7e0c47-028e-4293-9095-9fd67919a496,00519812,arthur k. harrison;,,united states,plantae,ericaceae,vaccinium,corymbosum,massachusetts,1941-08-05T00:00:00+00:00,massachusetts,19,1941,arthur k. harrison;
97782b61-8132-4f0b-a07d-6222a061c6df,conn00177923,hadwen botanical club field trip,,united states,plantae,orobanchaceae,melampyrum,lineare,massachusetts,1941-07-29T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
460decbb-96d8-41b1-af23-36ca0a9801fc,conn00088723,"""pride, george; potter, david""",9960,united states,plantae,brassicaceae,lepidium,campestre,massachusetts,1941-06-26T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
81e7997e-bde5-4b3b-9ebc-513a5b358047,00714865,;,45417,united states,plantae,convolvulaceae,cuscuta,gronovii,rhode island,1941-08-30T00:00:00+00:00,rhode island,19,1941,[data not captured]
ba869a30-e264-4fb7-9837-f03d190a20af,conn00007322,gasper a. loughridge,3299,united states,plantae,osmundaceae,osmunda,cinnamomea,pennsylvania,1941-05-22T00:00:00+00:00,pennsylvania,20,1941,g. a. loughridge
6e1fbb9d-f34a-4969-bff8-3f5692df4e10,81847,"gleason jr., henry a",3354,united states,plantae,sphagnaceae,sphagnum,capillifolium,pennsylvania,1941-07-22T00:00:00+00:00,pennsylvania,20,1941,h. a. gleason jr.
7ceaf89b-9bc7-437e-95be-93f73361e27e,conn00145149,"""pride, g.h.; salter, d.l.""",19150,united states,plantae,poaceae,schedonorus,perenne,massachusetts,1941-06-15T00:00:00+00:00,massachusetts,25,1941,"pride, g.h.; salter, d.l."
0fe2f80d-d126-4f8b-b9f3-606edc684a78,5858,"ogden, e c; ogden, e b",2367,united states,plantae,bartramiaceae,philonotis,fontana,new hampshire,1941-06-27T00:00:00+00:00,new hampshire,22,1941,e. c. ogden; e. b. ogden
e64ed4c4-48f9-44fa-9f41-c88f83e8a580,conn00173245,hannah croasdale,,united states,plantae,pteridaceae,adiantum,pedatum,vermont,1941-08-26T00:00:00+00:00,vermont,16,1941,h. croasdale
c50a6bbb-cfef-48c3-ba4c-f0d82c87b084,conn00099872,hadwen botanical club,16568,united states,plantae,cornaceae,cornus,amomum,massachusetts,1941-07-15T00:00:00+00:00,massachusetts,21,1941,hadwen botanical club
2e0359bf-2a1d-4060-9b4e-f27ad7c2148a,conn00175602,hannah croasdale,,united states,plantae,dryopteridaceae,dryopteris,spinulosa,new hampshire,1941-09-25T00:00:00+00:00,new hampshire,16,1941,h. croasdale
c8431f8e-1856-44f0-8b8a-8ed9d51852f2,conn00098778,"""pride, george; potter, david""",16369,united states,plantae,hypericaceae,hypericum,virginicum,massachusetts,1941-08-11T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
9223722b-d475-4d7a-8731-54296884bcc7,conn00173577,hannah croasdale,,united states,plantae,dryopteridaceae,athyrium,angustum,new hampshire,1941-08-26T00:00:00+00:00,new hampshire,16,1941,h. croasdale
b54331e6-0605-448a-ba69-1c5826655d9a,conn00089398,"""pride, george; potter, david""",14569,united states,plantae,brassicaceae,sisymbrium,officinale var. leiocarpum,massachusetts,1941-07-11T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
c8c93e22-02fc-4880-ac73-6aae995954b6,00552048,ralph carleton bean;,,united states,plantae,polygonaceae,polygonum,hydropiperoides,massachusetts,1941-09-28T00:00:00+00:00,massachusetts,20,1941,r. c .bean
2ce1cce3-ea3f-46b5-ab5c-cf2a6beaa501,00699064,d. l. smith; c. b. smith; c. c. zimmerman jr.,,united states,plantae,euphorbiaceae,chamaesyce,maculata,massachusetts,1941-08-14T00:00:00+00:00,massachusetts,45,1941,d. l. smith; c. b. smith; c. c. zimmerman jr.
304258e1-2fcd-468b-ab91-d9afc1343f8f,conn00173936,"""potter, d.; pride, m.h.""",14720,united states,plantae,pinaceae,picea,mariana,massachusetts,1941-06-19T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
94bbdfb2-7823-41bb-9a2f-127a4aa17ee3,00490186,w. t. winne; w. c. muenscher & e. l. shannon,190,united states,plantae,fontinalaceae,fontinalis,dalecarlica,new york,1941-06-12T00:00:00+00:00,new york,44,1941,w. t. winne; e. l. shannon & w. c. muenscher
c27186c5-9487-4ac3-9f58-538596d50e37,conn00173442,hannah croasdale,,united states,plantae,thelypteridaceae,phegopteris,phegopteris,new hampshire,1941-09-26T00:00:00+00:00,new hampshire,16,1941,h. croasdale
950d6d45-5e50-4541-8766-203e26111d53,conn00176208,hadwen botanical club field trip,,united states,plantae,lycopodiaceae,huperzia,lucidulum,massachusetts,1941-05-04T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
3f193167-9da6-48d0-ab3a-7c80558980ff,00055667,f. e. drouet; h. herpers,3681,united states,plantae,bryaceae,bryum,argenteum,new jersey,1941-07-16T00:00:00+00:00,new jersey,24,1941,f. e. drouet; h. herpers
1660dadc-f491-4536-aa7b-a1d16b094c98,0002351,mary w. taylor & c. a. taylor,s.n.,united states,plantae,pinaceae,pinus,rigida,new york,1941-05-04T00:00:00+00:00,new york,29,1941,c. a. taylor; m. w. taylor
ccbaa8ef-42fd-4218-84a0-2bc8bd62d149,0003814,"c. a. taylor, jr.",s.n.,united states,plantae,ranunculaceae,hepatica,nobilis,new york,1941-04-28T00:00:00+00:00,new york,16,1941,c. a. taylor jr.
315902dc-3c3a-488b-b705-d02c0394e743,conn00083319,"""potter, d.; pride, m.h.""",14742,united states,plantae,araliaceae,aralia,nudicaulis,massachusetts,1941-05-21T00:00:00+00:00,massachusetts,22,1941,"d. potter, m. h. pride"
8506bce5-f6da-4707-a34b-5e0c37c3b0be,conn00005039,unknown,,united states,plantae,potamogetonaceae,potamogeton,crispus,new york,1941-07-06T00:00:00+00:00,new york,19,1941,[data not captured]
928d471d-1675-4d1b-8f80-be503e18dea8,00448870,buston n. gates;,,united states,plantae,brassicaceae,barbarea,vulgaris,massachusetts,1941-12-01T00:00:00+00:00,massachusetts,16,1941,b. n. gates
8628eead-8e42-4430-a18d-aac6b37b17ed,conn00176506,hadwen botanical club field trip,,united states,plantae,lycopodiaceae,diphasiastrum,tristachyum,massachusetts,1941-07-29T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
bbcff232-498b-4753-90ec-97430792a453,conn00136060,"""pride, george; potter, david""",16208,united states,plantae,poaceae,andropogon,furcatus,massachusetts,1941-08-11T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
dc342cd6-17c2-4e2c-bd61-c8ecdfea13ef,00501897,burton n. gates;,,united states,plantae,polygonaceae,rumex,acetosella,massachusetts,1941-10-27T00:00:00+00:00,massachusetts,16,1941,b. n. gates
a7704a5a-2c1f-4698-abd9-7c9633791a0a,barcode-00673819,a. r. hodgdon & a. hodgdon,4381,united states,plantae,rosaceae,,,new hampshire,1941-06-01T19:41:00-01:00,new hampshire,29,1941,a. r. hodgdon & a. r. hodgdon
76e86826-0142-4233-9cd7-9f1552809f51,conn00135695,charles keene dodge; dorothy satter,19035,united states,plantae,poaceae,agrostis,perennans,massachusetts,1941-09-14T00:00:00+00:00,massachusetts,35,1941,charles keene dodge; dorothy satter
44b4b822-0924-47d5-9180-dc62319fe488,conn00072564,hadwen botanical club,23976,united states,plantae,alismataceae,sagittaria,latifolia,massachusetts,1941-07-29T00:00:00+00:00,massachusetts,21,1941,hadwen botanical club
4512fddc-3f8e-46a5-882e-1b9f530d43fe,00733604,e. m. kittredge;,2,united states,plantae,woodsiaceae,athyrium,filix-femina,vermont,1941-06-25T00:00:00+00:00,vermont,16,1941,e. m. kittredge
3f91c62c-464b-4c75-af05-f33b7964721d,298166,"schnooberger, irma",3964,united states,plantae,amblystegiaceae,anacamptodon,splachnoides,vermont,1941-08-15T00:00:00+00:00,vermont,18,1941,i. schnooberger
f07bb786-b823-4746-bbb3-254e45abee4a,conn00173978,hannah croasdale,,united states,plantae,dryopteridaceae,woodsia,ilvensis,new hampshire,1941-09-26T00:00:00+00:00,new hampshire,16,1941,h. croasdale
6d6a03cb-e62f-4479-9589-f8cdad8edb9e,00490568,w. t. winne; w. c. muenscher,249,united states,plantae,fontinalaceae,fontinalis,duriaei,new york,1941-06-29T00:00:00+00:00,new york,28,1941,w. t. winne; w. c. muenscher
39d206aa-87ce-4f0b-af06-9d5287770212,00437706,w. l. c. muenscher; duane srely,509,united states,plantae,fontinalaceae,fontinalis,antipyretica,new york,1941-09-09T00:00:00+00:00,new york,31,1941,w. l. c. muenscher; duane srely
d9d7056c-871c-49a8-b642-fea1b8f7192e,nha-530477,a. r. hodgdon; d. allen,4239,united states,plantae,asteraceae,antennaria,howellii,new hampshire,1941-05-05T00:00:00+00:00,new hampshire,23,1941,a. r. hodgdon; d. allen
e277f06d-3aa3-40ce-955c-d26c6a9c3845,conn00099884,hadwen botanical club,16570,united states,plantae,cornaceae,cornus,amomum,massachusetts,1941-07-08T00:00:00+00:00,massachusetts,21,1941,hadwen botanical club
e0debb01-7882-4a2e-bb7b-d02dcfabcb80,00592506,a. r. hodgdon; l. foot; r. fever; e. andrews,3423,united states,plantae,polemoniaceae,phlox,subulata,new hampshire,1941-04-25T00:00:00+00:00,new hampshire,44,1941,a. r. hodgdon; l. foot; r. fever & e. andrews
1ffdc74d-3dd8-49fe-9e77-9f0cce3b8027,00633449,a. r. hodgdon; a. hodgdon,3445,united states,plantae,caprifoliaceae,lonicera,sempervirens,new hampshire,1941-06-01T00:00:00+00:00,new hampshire,28,1941,a. r. hodgdon; a. r. hodgdon
f4632025-111f-4a53-abd7-5b350629e717,conn00110559,hadwen botanical club field trip,15010,united states,plantae,ericaceae,lyonia,ligustrina,massachusetts,1941-07-01T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
8e5a96a7-6564-4181-b22f-5d5bc6fe5a42,00760018,[no data available];,796,united states,plantae,hypericaceae,triadenum,virginicum,massachusetts,1941-09-28T00:00:00+00:00,massachusetts,19,1941,[no data available]
acb0056a-ab0f-431b-b62a-23bafa924d34,barcode-00503758,a. r. hodgdon; w. b. smith & d. smith,4272,united states,plantae,smilacaceae,,,new hampshire,1941-09-13T19:41:00-13:00,new hampshire,37,1941,a. r. hodgdon; w. b. smith & d. smith
eac92978-65cf-4596-ab3a-64efa28f5f91,conn00170737,hadwen botanical club field trip,14677,united states,plantae,taxaceae,taxus,canadensis,massachusetts,1941-05-04T00:00:00+00:00,massachusetts,32,1941,hadwen botanical club field trip
98805fed-0352-4864-b55f-fec2aac35c3d,00437642,w. l. c. muenscher; w. t. winne & duane srely,468,united states,plantae,fontinalaceae,fontinalis,antipyretica,new york,1941-09-08T00:00:00+00:00,new york,45,1941,w. l. c. muenscher; w. t. winne & duane srely
be1a26a6-3f0c-4433-9cc9-dea55cc31359,217429,mary w taylor; c a taylor,,united states,plantae,saxifragaceae,chrysosplenium,americanum,new york,1941-05-04T00:00:00+00:00,new york,25,1941,c. a. taylor; m. w. taylor
ce79f21f-7bab-4a65-ae07-8e57e5f4d7af,00516107,w. t. winne; n. whitford & s. chase,141,united states,plantae,fontinalaceae,fontinalis,novae-angliae,new york,1941-05-30T00:00:00+00:00,new york,35,1941,w. t. winne; n. whitford & s. chase
6b8c477a-eda4-4546-ad86-8af98abdfcb7,2250606,illegible collector name,41/9,united states,plantae,cyperaceae,carex,baileyi,new york,1941-07-26T00:00:00+00:00,new york,19,1941,[data not captured]
846c3902-670a-41e8-8772-f88b8b09c403,barcode-00633102,g. d. chamberlain,3249,united states,plantae,boraginaceae,,,vermont,1941-08-29T19:41:00+00:00,vermont,17,1941,g. d. chamberlain
e7c056e8-0ca8-4ee2-9e62-b744d5ea8e06,conn00108411,"""pride, george; potter, david""",14768,united states,plantae,droseraceae,drosera,rotundifolia,massachusetts,1941-06-24T00:00:00+00:00,massachusetts,19,1941,d. potter & g. pride
5774d8ed-7ded-4a0d-9bc5-f08633f5c6d5,00516255,w. l. c. muenscher,142,united states,plantae,fontinalaceae,fontinalis,novae-angliae,new york,1941-05-30T00:00:00+00:00,new york,18,1941,w. l. c. muenscher
bee02a81-4831-469c-a6ce-679d29cff446,barcode-00602751,[no data available],4315,united states,plantae,caryophyllaceae,,,new hampshire,1941-07-25T19:41:00+00:00,new hampshire,19,1941,[no data available]
