id,dwc:catalogNumber,dwc:recordedBy,dwc:recordNumber,dwc:country,dwc:kingdom,dwc:family,dwc:genus,dwc:specificEpithet,dwc:stateProvince,dwc:eventDate,edit_states,lenghtOfRedcordedBy,year,edit_recordedBy
6e43c3a1-7ad6-400a-86d1-6bb3a4dca1a8,barcode-00216715,"d. e. boufford, l. a. schram & e. w. wood",15160,united states,plantae,lycopodiaceae,diphasiastrum,tristachyum,massachusetts,1974-08-16T00:00:00+00:00,massachusetts,41,1974.0,"d. e. boufford, l. a. schram & e. w. wood"
948738f7-f7d9-4265-b9ce-f6a1a94b0f71,00577191,e. w. wood; d. e. boufford,1342,united states,plantae,boraginaceae,myosotis,scorpioides,new hampshire,1974-06-30T00:00:00+00:00,new hampshire,26,1974.0,d. e. boufford; e. w. wood
8db16a58-c35c-4910-a95c-6e025253b888,barcode-00448437,e. w. wood & d. e. boufford,1365,united states,plantae,araliaceae,,,new hampshire,,new hampshire,27,,d. e. boufford; e. w. wood
f59f9bc9-ea49-40e6-a5c6-1e197b04f52c,00502601,e. w. wood; d. e. boufford; m. marshall,2295,united states,plantae,cornaceae,cornus,rugosa,vermont,1975-08-11T00:00:00+00:00,vermont,39,1975.0,"d. e. boufford, e. w. wood, m. marshall"
4eb99344-e91e-414f-b991-230a964eae85,barcode-00307471,"d. e. boufford, c. x. fu & y. p. zhao",42042,united states,plantae,polygonaceae,polygonum,longisetum,new hampshire,,new hampshire,37,,"d. e. boufford, c. x. fu & y. p. zhao"
e16ed881-d203-467e-922e-26ed7a944ecb,barcode-00551227,d. e. boufford & d. s. conant,22935,united states,plantae,dryopteridaceae,,,vermont,,vermont,29,,d. e. boufford & d. s. conant
9df0bdfd-b504-4f47-8d62-0c83cbbe303e,conn00126117,h.e. ahles & d.e. boufford,76352,united states,plantae,melanthiaceae,trillium,erectum,new hampshire,1973-04-22T00:00:00+00:00,new hampshire,27,1973.0,h.e. ahles & d. e. boufford
b8f373fd-1d2d-4a03-af5a-b1e747aac95b,00612793,d. e. boufford; e. w. wood,23000,united states,plantae,caryophyllaceae,sagina,procumbens,vermont,1982-07-04T00:00:00+00:00,vermont,26,1982.0,d. e. boufford; e. w. wood
519cec4a-3d67-4827-9850-fa35ac314097,00553533,e. w. wood; d. e. boufford,4720,united states,plantae,ranunculaceae,coptis,trifolia,vermont,1982-07-06T00:00:00+00:00,vermont,26,1982.0,d. e. boufford; e. w. wood
7f7f50af-a72b-473d-9d6d-0b37a74740e6,00566246,d. e. boufford; e. w. wood,23200,united states,plantae,asteraceae,arctium,minus,vermont,1983-08-19T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
811f1958-79e9-43a3-9194-fdd6a984cdde,00593759,e. w. wood; d. e. boufford,2301,united states,plantae,oleaceae,fraxinus,americana,vermont,1975-08-11T00:00:00+00:00,vermont,26,1975.0,d. e. boufford; e. w. wood
19b20a8d-461e-464a-9b7f-c3a4ac4e2570,conn00070287,"""mehrhoff, leslie j; boufford, david; brackley, frankie; duan, lihong; okada, michiko; shimizu, akiko""",22116,united states,plantae,rhamnaceae,frangula,alnus,new hampshire,2003-06-11T00:00:00+00:00,new hampshire,71,2003.0,l. j. mehrhoff; d. e. boufford;f. brackley;l. duan;m. okada; a. shimizu
8cbba7e5-5cb3-4edd-9fa7-f81cc93dfe2f,00564317,d. e. boufford; e. w. wood,23651,united states,plantae,solanaceae,solanum,dulcamara,vermont,1986-07-03T00:00:00+00:00,vermont,26,1986.0,d. e. boufford; e. w. wood
55af2be3-90a0-45c2-8ddf-f2a7fee551c4,00534678,e. w. wood; d. e. boufford,2332,united states,plantae,fabaceae,melilotus,albus,vermont,1975-08-11T00:00:00+00:00,vermont,26,1975.0,d. e. boufford; e. w. wood
83087b8a-b9cc-4130-ba99-0721b4a8c0df,00503350,d. e. boufford; e. w. wood,23276,united states,plantae,rubiaceae,galium,triflorum,vermont,1983-08-20T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
273c64c2-df22-41c3-a226-b908bcfb78db,barcode-00289165,"d. e. boufford, bo xu & wen h. zhang",40516,united states,plantae,scrophulariaceae,rhinanthus,crista-galli,vermont,2008-07-02T00:00:00+00:00,vermont,36,2008.0,"d. e. boufford, bo xu & wen h. zhang"
4cae754b-1d3f-4b41-9d20-a14777755c12,00691943,d. e. boufford; e. w. wood,23165,united states,plantae,caryophyllaceae,herniaria,hirsuta,massachusetts,1983-08-14T00:00:00+00:00,massachusetts,26,1983.0,d. e. boufford; e. w. wood
8efa4692-3edf-4b31-9050-4614f819f1a6,barcode-00293533,d. e. boufford & l. j. mehrhoff,40523,united states,plantae,asteraceae,eupatorium,sessilifolium,massachusetts,,massachusetts,31,,d. e. boufford & l. j. mehrhoff
84851608-c7ad-4d0e-ac9d-1bfacf86dde0,vsc0051945,"d. e. boufford, e. w. wood",,united states,plantae,juncaceae,juncus,effusus,pennsylvania,1979-07-22T00:00:00+00:00,pennsylvania,26,1979.0,d. e. boufford; e. w. wood
320c22f3-246f-401d-b2dd-7551cda3ca6a,00606682,e. w. wood; d. e. boufford; m. marshall,2288,united states,plantae,berberidaceae,berberis,vulgaris,vermont,1975-08-11T00:00:00+00:00,vermont,39,1975.0,"d. e. boufford, e. w. wood, m. marshall"
32fcf3ef-9e55-4137-947d-dec97bbfe816,utc00242991,"d. e. boufford, e. w. wood",25711,united states,plantae,poaceae,poa,bulbosa,massachusetts,1993-05-12T00:00:00+00:00,massachusetts,26,1993.0,d. e. boufford; e. w. wood
b72d52ed-0ee9-4d18-8107-8a33244a0248,barcode-00460418,d. e. boufford & j. y. xiang,42898,united states,plantae,polygonaceae,,,vermont,2010-09-05T00:00:00+00:00,vermont,28,2010.0,d. e. boufford & j. y. xiang
58716d1e-4091-4bde-ba55-d36a1e6bda0e,00580002,d. e. boufford; h. ohashi; e. w. wood,23927,united states,plantae,brassicaceae,nasturtium,microphyllum,vermont,1988-07-05T00:00:00+00:00,vermont,37,1988.0,d. e. boufford; h. ohashi; e. w. wood
ce93b54b-7095-40fd-b81d-3abbfa47ee27,00551539,d. e. boufford; e. w. wood,23190,united states,plantae,woodsiaceae,deparia,acrostichoides,vermont,1983-08-18T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
e3e0fba7-536b-48c4-956e-f2513d3ae65f,00637318,d. e. boufford; e. w. wood,23694,united states,plantae,asteraceae,sonchus,arvensis,vermont,1986-07-06T00:00:00+00:00,vermont,26,1986.0,d. e. boufford; e. w. wood
92cf6831-2fc3-40f8-889a-6497a7784cb1,00562041,e. w. wood; d. e. boufford,2317,united states,plantae,ranunculaceae,actaea,pachypoda,vermont,1975-08-11T00:00:00+00:00,vermont,26,1975.0,d. e. boufford; e. w. wood
9cbcff2f-b9e8-4939-b08e-cc1c29c1e82a,00598247,e. w. wood; d. e. boufford; m. marshall,2326,united states,plantae,poaceae,setaria,pumila,vermont,1975-08-12T00:00:00+00:00,vermont,39,1975.0,"d. e. boufford, e. w. wood, m. marshall"
dc5420f2-34f4-4280-9f58-894c014bb91d,00460418,d. e. boufford; j. y. xiang,42898,united states,plantae,polygonaceae,polygonum,longisetum,vermont,2010-09-05T00:00:00+00:00,vermont,27,2010.0,d. e. boufford; j. y. xiang
8abba9c6-4ce8-4cc4-9e4a-3609de83e883,barcode-00460419,"d. e. boufford, r. l. angelo & m. kato",42910,united states,plantae,aceraceae,,,vermont,2011-07-12T00:00:00+00:00,vermont,38,2011.0,"d. e. boufford, r. l. angelo & m. kato"
e5b683d6-6ddd-4585-a077-4d4f2c6b6162,00606566,d. e. boufford; e. w. wood,23844,united states,plantae,berberidaceae,berberis,thunbergii,new hampshire,1987-07-06T00:00:00+00:00,new hampshire,26,1987.0,d. e. boufford; e. w. wood
e3f20a53-e413-4a17-8a68-75b8e800def6,barcode-00578444,e. w. wood & d. e. boufford,2294,united states,plantae,rhamnaceae,,,vermont,,vermont,27,,d. e. boufford; e. w. wood
971458f5-489e-40c6-be0e-5ef1378bc924,00612453,e. w. wood; d. e. boufford,2353,united states,plantae,lamiaceae,thymus,pulegioides,massachusetts,1975-08-12T00:00:00+00:00,massachusetts,26,1975.0,d. e. boufford; e. w. wood
e789c37b-f48c-4cf9-91a1-b343912692ec,barcode-00295204,"e. w. wood, d. e. boufford & m. marshall",2291,united states,plantae,celastraceae,celastrus,scandens,vermont,1975-08-11T00:00:00+00:00,vermont,40,1975.0,"d. e. boufford, e. w. wood, m. marshall"
a3e59f41-3d9c-43be-bb4b-94a55b5714c0,barcode-00145024,d. e. boufford & e. w. wood,23299,united states,plantae,orchidaceae,epipactis,helleborine,vermont,1983-08-21T00:00:00+00:00,vermont,27,1983.0,d. e. boufford; e. w. wood
bb1f6d37-0dbe-4e18-9830-e2add1eb5f1f,00606866,d. e. boufford; j. murata; h. ohashi; e. w. wood,23919,united states,plantae,brassicaceae,cardamine,impatiens,new hampshire,1988-06-19T00:00:00+00:00,new hampshire,48,1988.0,"d. e. boufford, j. murata, h. ohashi & e. w. wood"
9865b426-e641-48b0-bbd1-8c0dad17181b,barcode-00229091,"d. e. boufford, j. murata, h. ohashi & e. w. wood",23913,united states,plantae,cyperaceae,carex,debilis,new hampshire,1988-06-19T00:00:00+00:00,new hampshire,49,1988.0,"d. e. boufford, j. murata, h. ohashi & e. w. wood"
e866f529-db3f-43c5-8e80-b4b8d9fb040a,barcode-00293529,d. e. boufford & l. j. mehrhoff,40526,united states,plantae,fabaceae,desmodium,canadense,massachusetts,,massachusetts,31,,d. e. boufford & l. j. mehrhoff
9cbe61f2-7f0b-4f04-a985-1e6f0baaa369,00640453,j. wen; d. e. boufford; b. e. dutton,790,united states,plantae,hamamelidaceae,hamamelis,virginiana,new hampshire,1991-05-01T00:00:00+00:00,new hampshire,36,1991.0,d. e. boufford; b. e. dutton; j. wen
d145fd13-8e24-4e1c-8089-816a9812660d,conn00057355,"""ahles, harry e.; boufford, david edward;""",76350,united states,plantae,papaveraceae,sanguinaria,canadensis,new hampshire,1973-04-22T00:00:00+00:00,new hampshire,40,1973.0,"ahles, harry e.; boufford, david edward;"
68d17c67-8196-4ad4-bce0-b32a2fbe2a56,00593701,d. e. boufford; e. w. wood,23230,united states,plantae,plantaginaceae,plantago,major,vermont,1983-08-19T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
13c69a04-5fd8-4064-925f-4aebced35e9e,00483194,d. e. boufford; e. w. wood,23693,united states,plantae,apiaceae,angelica,atropurpurea,vermont,1986-07-06T00:00:00+00:00,vermont,26,1986.0,d. e. boufford; e. w. wood
69e3b9c8-e527-4eb7-8d26-a000ff51f348,00761130,d. e. boufford; h. ohashi; e. w. wood,23926,united states,plantae,linaceae,linum,catharticum,vermont,1988-07-05T00:00:00+00:00,vermont,37,1988.0,d. e. boufford; h. ohashi; e. w. wood
bae0fe08-cf9d-4e94-bfb4-f5d1652b402c,00573507,e. w. wood; d. e. boufford,4687,united states,plantae,cornaceae,cornus,racemosa,massachusetts,1981-09-14T00:00:00+00:00,massachusetts,26,1981.0,d. e. boufford; e. w. wood
150dec25-0a1f-4907-8448-8c0ae455b4f9,conn00057356,"""boufford, david edward;""",7439,united states,plantae,asteraceae,solidago,juncea,new hampshire,1972-08-01T00:00:00+00:00,new hampshire,23,1972.0,"boufford, david edward;"
aa21508f-9a1a-4a08-8ead-12fea369db90,00307471,d. e. boufford; c. x. fu; y. p. zhao,42042,united states,plantae,polygonaceae,polygonum,longisetum,new hampshire,2009-09-02T00:00:00+00:00,new hampshire,36,2009.0,d. e. boufford; c. x. fu; y. p. zhao
aa6b9815-e5f6-4078-b9d1-2ca722f633df,00678754,d. e. boufford; e. w. wood,23287,united states,plantae,phrymaceae,mimulus,moschatus,vermont,1983-08-20T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
c9473283-77f2-4c4f-9b7a-4a5946816ce6,barcode-00307361,"d. e. boufford, mimi li & w. h. zhang",40530,united states,plantae,buxaceae,pachysandra,terminalis,new hampshire,,new hampshire,37,,"d. e. boufford, mimi li & w. h. zhang"
1862b5d9-b822-43b9-bd15-36a2cde57eb1,barcode-00299018,d. e. boufford & e. w. wood,23675,united states,plantae,cyperaceae,carex,intumescens,vermont,1986-07-04T00:00:00+00:00,vermont,27,1986.0,d. e. boufford; e. w. wood
ad2be1e5-8a45-4af7-a4ed-f22beb529287,00655503,d. e. boufford; e. w. wood,23013,united states,plantae,plantaginaceae,veronica,officinalis,vermont,1982-07-06T00:00:00+00:00,vermont,26,1982.0,d. e. boufford; e. w. wood
caaa1470-687a-41d4-8da0-58a5fa44fd36,00462364,d. e. boufford; e. w. wood,,united states,plantae,orchidaceae,platanthera,grandiflora,vermont,1986-09-26,vermont,26,1986.0,d. e. boufford; e. w. wood
e21b2e94-6868-425e-81e0-ba5f5adef64f,barcode-00449017,"d. e. boufford, h. ohashi & e. w. wood",23930,united states,plantae,brassicaceae,,,new hampshire,1988-07-05T00:00:00+00:00,new hampshire,38,1988.0,"d. e. boufford, h. ohashi & e. w. wood"
e2340178-a048-4896-9cc9-1718f6dc3f57,00266462,d. e. boufford; e. w. wood,23170,united states,plantae,apiaceae,heracleum,sphondylium,vermont,1983-08-17T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
825fdd6c-af84-4f38-9a24-8c5fd934ed13,barcode-00222463,d. e. boufford & d. s. conant,22933,united states,plantae,cyperaceae,carex,communis,vermont,1982-06-11T00:00:00+00:00,vermont,29,1982.0,d. e. boufford & d. s. conant
ee05c9ae-7cf3-41ed-9cfe-5584cdc89f4b,barcode-00606477,d. e. boufford & d. s. conant,22961,united states,plantae,caryophyllaceae,,,new hampshire,,new hampshire,29,,d. e. boufford & d. s. conant
9074709d-c177-45fc-8a5f-76f5577b26e1,barcode-00245610,d. e. boufford & e. w. wood,25292,united states,plantae,araliaceae,aralia,elata,new hampshire,1990-08-26T00:00:00+00:00,new hampshire,27,1990.0,d. e. boufford; e. w. wood
91762fcb-a707-406e-b4ae-e87baddee5b9,barcode-00573507,e. w. wood & d. e. boufford,4687,united states,plantae,cornaceae,,,massachusetts,,massachusetts,27,,d. e. boufford; e. w. wood
f5eae3d1-858b-4f8d-8a0e-5bf13002f6a4,conn00017329,"""mehrhoff, leslie j; boufford, david; brackley, frankie; duan, lihong; okada, michiko; shimizu, akiko""",19218,united states,plantae,ranunculaceae,ranunculus,acris,new hampshire,1997-05-15T00:00:00+00:00,new hampshire,71,1997.0,l. j. mehrhoff; d. e. boufford;f. brackley;l. duan;m. okada; a. shimizu
ef853fa6-8014-42d4-82f0-00adb56c27fe,00560497,d. e. boufford; e. w. wood,23181,united states,plantae,liliaceae,clintonia,borealis,vermont,1983-08-18T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
e39fbae2-0152-4185-81ab-40fea79343ca,00460415,d. e. boufford; m. kato; c. mouri,42907,united states,plantae,rhamnaceae,ceanothus,americanus,new hampshire,2011-07-10T00:00:00+00:00,new hampshire,33,2011.0,"d. e. boufford, m. kato & c. mouri"
1f9611e2-ff23-4a5b-8a9c-f67fd4301d92,00230322,e. w. wood; d. e. boufford; m. marshall,2285,united states,plantae,cyperaceae,carex,eburnea,vermont,1975-08-11T00:00:00+00:00,vermont,39,1975.0,"d. e. boufford, e. w. wood, m. marshall"
c8bee755-1edd-4467-9b2b-33f063ddaaff,00733551,d. e. boufford; e. w. wood,23191,united states,plantae,woodsiaceae,athyrium,filix-femina,vermont,1983-08-18T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
200127ac-64ff-41fe-81e9-8a5995497e11,00462368,d. e. boufford; e. w. wood,,united states,plantae,orchidaceae,platanthera,grandiflora,vermont,1986-09-25,vermont,26,1986.0,d. e. boufford; e. w. wood
b3b42e20-81c0-44a7-85d1-57e09a732a09,00501125,d. e. boufford; e. w. wood,23283,united states,plantae,asteraceae,solidago,rugosa,vermont,1983-08-20T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
e86d27d9-4e6c-4792-92c5-9583dd67802c,barcode-00613285,e. w. wood & d. e. boufford,2335,united states,plantae,poaceae,,,vermont,,vermont,27,,d. e. boufford; e. w. wood
42a97608-d314-430d-9975-e4a8cec40310,barcode-00460420,"d. e. boufford, r. l. angelo & m. kato",42909,united states,plantae,asteraceae,,,vermont,2011-07-12T00:00:00+00:00,vermont,38,2011.0,"d. e. boufford, r. l. angelo & m. kato"
957a0ff0-df12-4239-a19a-8df53cea531a,00484190,d. e. boufford; e. w. wood,23237,united states,plantae,balsaminaceae,impatiens,capensis,vermont,1983-08-19T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
f4f0f744-4823-424d-8c6b-4a190e1cd7ce,barcode-00460409,"d. e. boufford, m. kato & c. mouri",42905,united states,plantae,caryophyllaceae,,,new hampshire,2011-07-10T00:00:00+00:00,new hampshire,34,2011.0,"d. e. boufford, m. kato & c. mouri"
f587cabc-8017-424a-bcbc-727ffca9b2fa,yu.057118,d. e. boufford; e. b. wood | n. foust,21195,united states,plantae,ranunculaceae,thalictrum,polygamum,pennsylvania,1979-07-19T00:00:00+00:00,pennsylvania,37,1979.0,d. e. boufford; e. b. wood ; n. foust
d678a853-3f31-4ea1-ad55-31ada661bd79,barcode-00568722,d. e. boufford & e. w. wood,23825,united states,plantae,asteraceae,,,vermont,,vermont,27,,d. e. boufford; e. w. wood
eb7d2ef8-b722-4e49-b6f2-c145b39fd45c,barcode-00145058,d. e. boufford & h. koyama,23158,united states,plantae,orchidaceae,epipactis,helleborine,massachusetts,1983-07-31T00:00:00+00:00,massachusetts,26,1983.0,d. e. boufford & h. koyama
c8c9a638-1cf0-4c4e-b6f5-559f49fa1d90,barcode-00460423,d. e. boufford & yi sun,42913,united states,plantae,brassicaceae,,,massachusetts,2011-10-04T00:00:00+00:00,massachusetts,23,2011.0,d. e. boufford & yi sun
f67b3715-175b-4deb-8efd-dbb0e3827036,barcode-00293534,d. e. boufford & l. j. mehrhoff,40522,united states,plantae,fabaceae,apios,americana,massachusetts,,massachusetts,31,,d. e. boufford & l. j. mehrhoff
807b2c69-508a-45db-bfe5-96537e370f55,00761131,d. e. boufford; h. ohashi; e. w. wood,23926,united states,plantae,linaceae,linum,catharticum,vermont,1988-07-05T00:00:00+00:00,vermont,37,1988.0,d. e. boufford; h. ohashi; e. w. wood
b1192eb6-6bd7-4c3c-bad9-a7e984ee09d7,barcode-00460412,"d. e. boufford, m. kato & c. mouri",42904,united states,plantae,orchidaceae,,,new hampshire,2011-07-10T00:00:00+00:00,new hampshire,34,2011.0,"d. e. boufford, m. kato & c. mouri"
c306a10a-aed5-433e-b148-573e4d10f67a,barcode-00606866,"d. e. boufford, j. murata, h. ohashi & e. w. wood",23919,united states,plantae,brassicaceae,,,new hampshire,,new hampshire,49,,"d. e. boufford, j. murata, h. ohashi & e. w. wood"
dba21f91-7dc5-4be7-843d-e7a5785ff5a9,00685040,e. w. wood; d. e. boufford,4737,united states,plantae,lamiaceae,galeopsis,tetrahit,vermont,1983-08-19T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
805f70d4-1b36-4a16-866b-b38c1da026a0,00722414,e. w. wood; d. e. boufford; m. marshall,2292,united states,plantae,poaceae,muhlenbergia,sobolifera,vermont,1975-08-11T00:00:00+00:00,vermont,39,1975.0,"d. e. boufford, e. w. wood, m. marshall"
e8ea02e7-91d2-4332-89f9-8ec5d397f11c,barcode-00307473,"d. e. boufford, z. w. ge & w. h. zhang",42037,united states,plantae,asteraceae,prenanthes,altissima,new hampshire,,new hampshire,38,,"d. e. boufford, z. w. ge & w. h. zhang"
ea1a7413-55e9-4f79-9957-6c5fe8421e3c,conn00070296,"""mehrhoff, leslie j; boufford, david; brackley, frankie; duan, lihong; okada, michiko; shimizu, akiko""",22113,united states,plantae,lythraceae,lythrum,salicaria,new hampshire,2003-06-11T00:00:00+00:00,new hampshire,71,2003.0,l. j. mehrhoff; d. e. boufford;f. brackley;l. duan;m. okada; a. shimizu
8180933d-efca-481d-977d-d5049cadd325,00687615,d. e. boufford; d. s. conant,22938,united states,plantae,violaceae,viola,renifolia,vermont,1982-06-12T00:00:00+00:00,vermont,28,1982.0,d. e. boufford & d. s. conant
2e0beb31-0bab-4a4b-8b51-f1e67fe62c6d,00593739,e. w. wood; d. e. boufford,4729,united states,plantae,oleaceae,fraxinus,americana,vermont,1983-08-18T00:00:00+00:00,vermont,26,1983.0,d. e. boufford; e. w. wood
7949019d-d2f8-4241-963f-71bc20200bd1,00295040,d. e. boufford; e. w. wood,23648,united states,plantae,celastraceae,celastrus,orbiculatus,new hampshire,1986-05-25T00:00:00+00:00,new hampshire,26,1986.0,d. e. boufford; e. w. wood
83619ed1-c777-4cc6-bdcf-ecab25793fca,barcode-00282871,d. e. boufford & e. w. wood,23171,united states,plantae,araliaceae,aralia,racemosa,vermont,1983-08-18T00:00:00+00:00,vermont,27,1983.0,d. e. boufford; e. w. wood
8fbd7788-ef17-48a1-8856-54fa2c5b3922,00581905,e. w. wood; d. e. boufford,2298,united states,plantae,lamiaceae,nepeta,cataria,vermont,1975-08-11T00:00:00+00:00,vermont,26,1975.0,d. e. boufford; e. w. wood
7839db5a-db88-45f1-a9ec-9fb3c6ccd77d,barcode-00293535,d. e. boufford & l. j. mehrhoff,40521,united states,plantae,caesalpiniaceae,chamaecrista,nictitans,massachusetts,,massachusetts,31,,d. e. boufford & l. j. mehrhoff
3398ffa2-3e08-427d-8125-bf05c1f96f9f,00685048,d. e. boufford; e. w. wood,17868a,united states,plantae,lamiaceae,galeopsis,tetrahit,vermont,1975-08-12T00:00:00+00:00,vermont,26,1975.0,d. e. boufford; e. w. wood
f9f5e4dc-3b46-4eed-9b22-c4aeb37b4900,00447945,d. e. boufford; e. w. wood,25641,united states,plantae,apiaceae,daucus,carota,vermont,1991-07-04T00:00:00+00:00,vermont,26,1991.0,d. e. boufford; e. w. wood
fe6aa8fd-5962-4a66-9d76-3727cf8e9b9d,barcode-00503642,d. e. boufford & e. w. wood,23232,united states,plantae,rubiaceae,,,vermont,,vermont,27,,d. e. boufford; e. w. wood
db94e7f1-5459-431f-9f5f-0f097c14a861,00613285,e. w. wood; d. e. boufford,2335,united states,plantae,poaceae,hordeum,jubatum,vermont,1975-08-11T00:00:00+00:00,vermont,26,1975.0,d. e. boufford; e. w. wood
85f74a1a-55d5-40c6-9925-1766d49eaf86,conn00070289,"""mehrhoff, leslie j; boufford, david; brackley, frankie; duan, lihong; okada, michiko; shimizu, akiko""",22128,united states,plantae,caprifoliaceae,lonicera,tatarica,new hampshire,2003-06-11T00:00:00+00:00,new hampshire,71,2003.0,l. j. mehrhoff; d. e. boufford;f. brackley;l. duan;m. okada; a. shimizu
bd395644-2bd7-47b4-b12d-5fd0605863f0,barcode-00637319,d. e. boufford & e. w. wood,23694,united states,plantae,asteraceae,,,vermont,,vermont,27,,d. e. boufford; e. w. wood
95fdbd84-0804-4f00-9753-de7056680c47,barcode-00718682,d. e. boufford & e. w. wood,23819,united states,plantae,asteraceae,,,vermont,,vermont,27,,d. e. boufford; e. w. wood
7800d6b2-aba4-4f92-ad26-a3ea293f9b07,barcode-00685639,d. e. boufford; e. w. wood; h. w. li & t. s. ying,23634,united states,plantae,scrophulariaceae,,,new hampshire,,new hampshire,49,,d. e. boufford; e. w. wood; h. w. li & t. s. ying
d93074cf-f973-4cc2-9232-521ca18db0ad,barcode-00145038,e. w. wood & d. e. boufford,2318,united states,plantae,orchidaceae,epipactis,helleborine,vermont,1975-08-11T00:00:00+00:00,vermont,27,1975.0,d. e. boufford; e. w. wood
